Longitude,Latitude,datetime,UHI Index,Thermal,Red,Green,Blue,Near Infared,Building Height Only Proximity,Natural Proximity,BO1,BO2,BO3,BO4,BO5,BO6,BO7,BO8,B8A,B11,B12,vv,vh
-73.909615,40.81175333,24-07-2021 15:54,1.012979184,21.837052220000032,0.0354275,0.042935,0.0358125,0.02682,38.78842857142856,33.823,1354.0,1222.0,1345.0,1431.0,1908.5,1950.5,1996.0,1712.0,2109.5,2300.5,1788.0,399.0,100.0
-73.90963167,40.8117,24-07-2021 15:54,1.012979184,21.837052220000032,0.0354275,0.042935,0.0358125,0.02682,38.78842857142856,33.823,1354.0,1222.0,1345.0,1431.0,1908.5,1950.5,1996.0,1712.0,2109.5,2300.5,1788.0,399.0,100.0
-73.90964667,40.81164333,24-07-2021 15:54,1.012979184,22.25405066000002,0.02781,0.0394424999999999,0.0232725,0.0188724999999999,38.78842857142856,33.823,1354.0,1222.0,1345.0,1431.0,1908.5,1950.5,1996.0,1712.0,2109.5,2300.5,1788.0,192.0,73.0
-73.90966167,40.81157833,24-07-2021 15:54,1.012979184,19.61875724000004,0.0196975,0.0349325,0.0231899999999999,0.006525,38.78842857142856,33.823,1354.0,1222.0,1345.0,1431.0,1908.5,1950.5,1996.0,1712.0,2109.5,2300.5,1788.0,223.0,104.0
-73.909675,40.81151,24-07-2021 15:54,1.012979184,19.61875724000004,0.0196975,0.0349325,0.0231899999999999,0.006525,38.78842857142856,33.823,1354.0,1222.0,1345.0,1431.0,1908.5,1950.5,1996.0,1712.0,2109.5,2300.5,1788.0,223.0,104.0
-73.90969333,40.81144167,24-07-2021 15:54,1.012979184,19.61875724000004,0.0196975,0.0349325,0.0231899999999999,0.006525,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,495.0,80.0
-73.909705,40.81137667,24-07-2021 15:54,1.012979184,19.61875724000004,0.0196975,0.0349325,0.0231899999999999,0.006525,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,762.0,149.0
-73.90971333,40.81132,24-07-2021 15:54,1.012979184,19.61875724000004,0.0196975,0.0349325,0.0231899999999999,0.006525,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,762.0,149.0
-73.909745,40.81123,24-07-2021 15:54,1.012979184,18.405360140000028,0.01813,0.03331,0.0218424999999999,0.0053149999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,801.0,222.0
-73.909755,40.81120333,24-07-2021 15:54,1.012979184,18.405360140000028,0.01813,0.03331,0.0218424999999999,0.0053149999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,598.0,168.0
-73.90977,40.81116167,24-07-2021 15:54,1.015142899,18.405360140000028,0.01813,0.03331,0.0218424999999999,0.0053149999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,598.0,168.0
-73.90978667,40.81111833,24-07-2021 15:54,1.015263105,18.405360140000028,0.01813,0.03331,0.0218424999999999,0.0053149999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,598.0,168.0
-73.90980833,40.81106,24-07-2021 15:54,1.015263105,18.405360140000028,0.01813,0.03331,0.0218424999999999,0.0053149999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,598.0,168.0
-73.909875,40.810865,24-07-2021 15:54,1.019590535,17.605543460000035,0.0161224999999999,0.0317425,0.0195875,0.0029774999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,1583.0,370.0
-73.9099,40.81081,24-07-2021 15:54,1.019590535,17.605543460000035,0.0161224999999999,0.0317425,0.0195875,0.0029774999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,1583.0,370.0
-73.90992833,40.81075333,24-07-2021 15:54,1.02175425,17.3218478,0.015765,0.0306974999999999,0.01868,0.0026474999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,1422.0,324.0
-73.909965,40.810705,24-07-2021 15:54,1.02175425,17.3218478,0.015765,0.0306974999999999,0.01868,0.0026474999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,1422.0,324.0
-73.90995167,40.81062833,24-07-2021 15:54,1.023917965,17.3218478,0.015765,0.0306974999999999,0.01868,0.0026474999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,1422.0,324.0
-73.90991333,40.8106,24-07-2021 15:54,1.02175425,17.062078280000037,0.0168649999999999,0.0321549999999999,0.0196425,0.00328,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,1383.0,226.0
-73.90974333,40.810515,24-07-2021 15:54,1.02175425,17.195381060000045,0.0173049999999999,0.0324299999999999,0.0202749999999999,0.0033074999999999,49.47000000000001,30.27,812.5,832.0,937.5,935.0,1214.0,1851.5,2109.5,2008.0,2165.5,1942.0,1551.0,2809.0,265.0
-73.90966667,40.810495,24-07-2021 15:54,1.019590535,17.195381060000045,0.0173049999999999,0.0324299999999999,0.0202749999999999,0.0033074999999999,30.04400264929999,32.757000000000005,1051.0,799.5,1009.5,916.5,1216.5,2145.5,2361.5,2278.0,2553.0,2191.5,1709.5,1929.0,122.0
-73.90959167,40.81047333,24-07-2021 15:54,1.019590535,17.195381060000045,0.0167275,0.0313025,0.0191474999999999,0.0016849999999999,30.04400264929999,32.757000000000005,1051.0,799.5,1009.5,916.5,1216.5,2145.5,2361.5,2278.0,2553.0,2191.5,1709.5,574.0,47.0
-73.90951833,40.810445,24-07-2021 15:54,1.019590535,17.195381060000045,0.0167275,0.0313025,0.0191474999999999,0.0016849999999999,30.04400264929999,32.757000000000005,1051.0,799.5,1009.5,916.5,1216.5,2145.5,2361.5,2278.0,2553.0,2191.5,1709.5,223.0,65.0
-73.90944,40.81042333,24-07-2021 15:54,1.019590535,17.195381060000045,0.0167275,0.0313025,0.0191474999999999,0.0016849999999999,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,149.0,62.0
-73.909385,40.8104,24-07-2021 15:54,1.019590535,17.195381060000045,0.0167275,0.0313025,0.0191474999999999,0.0016849999999999,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,125.0,57.0
-73.909345,40.81038,24-07-2021 15:54,1.019590535,17.127020660000028,0.0164525,0.0310274999999999,0.018075,0.0009149999999999,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,235.0,61.0
-73.90925333,40.81033333,24-07-2021 15:54,1.01742682,17.127020660000028,0.0164525,0.0310274999999999,0.018075,0.0009149999999999,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,160.0,59.0
-73.90922333,40.81030667,24-07-2021 15:54,1.019590535,17.127020660000028,0.0164525,0.0310274999999999,0.018075,0.0009149999999999,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,97.0,57.0
-73.90917333,40.81029333,24-07-2021 15:55,1.019590535,17.127020660000028,0.0164525,0.0310274999999999,0.018075,0.0009149999999999,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,111.0,65.0
-73.90911833,40.81028,24-07-2021 15:55,1.019590535,17.127020660000028,0.0164525,0.0310274999999999,0.018075,0.0009149999999999,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,111.0,65.0
-73.909055,40.81026167,24-07-2021 15:55,1.019590535,17.034734120000053,0.0151874999999999,0.029845,0.0165075,-0.00057,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,91.0,51.0
-73.90897833,40.81023833,24-07-2021 15:55,1.019590535,16.94244758000002,0.0151324999999999,0.03012,0.0168099999999999,-0.0004875,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,84.0,41.0
-73.908895,40.81021833,24-07-2021 15:55,1.019590535,16.94244758000002,0.0151324999999999,0.03012,0.0168099999999999,-0.0004875,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,88.0,39.0
-73.90871333,40.81017333,24-07-2021 15:55,1.02175425,16.89459529999999,0.0151324999999999,0.0299824999999999,0.0168375,-0.0006525,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,35.0,53.0
-73.90862167,40.810155,24-07-2021 15:55,1.02175425,16.89459529999999,0.0151324999999999,0.0299824999999999,0.0168375,-0.0006525,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,67.0,54.0
-73.90853667,40.81013833,24-07-2021 15:55,1.02175425,16.870669160000034,0.014995,0.0299274999999999,0.0165625,-0.0002399999999999,25.440449392712544,33.52007692307693,1051.0,1190.0,1335.0,1391.0,1359.0,2132.0,2361.5,2207.0,2553.0,2058.5,1771.5,82.0,55.0
-73.90847,40.81012667,24-07-2021 15:55,1.023917965,16.870669160000034,0.014995,0.0299274999999999,0.0165625,-0.0002399999999999,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,71.0,54.0
-73.90843167,40.810125,24-07-2021 15:55,1.023917965,16.870669160000034,0.014995,0.0299274999999999,0.0165625,-0.0002399999999999,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,71.0,54.0
-73.90818333,40.81009667,24-07-2021 15:55,1.015263105,16.853579060000015,0.0148574999999999,0.0297349999999999,0.0164525,-4.750000000000587e-05,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,95.0,41.0
-73.9081,40.81007833,24-07-2021 15:55,1.015263105,16.853579060000015,0.0148574999999999,0.0297349999999999,0.0164525,-4.750000000000587e-05,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,86.0,34.0
-73.90800833,40.81006,24-07-2021 15:55,1.01309939,16.836488959999997,0.0165349999999999,0.03133,0.0186524999999999,0.0009974999999999,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,74.0,71.0
-73.90791833,40.81004,24-07-2021 15:55,1.01309939,16.836488959999997,0.0165349999999999,0.03133,0.0186524999999999,0.0009974999999999,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,81.0,64.0
-73.90782333,40.810025,24-07-2021 15:55,1.01309939,16.836488959999997,0.0165349999999999,0.03133,0.0186524999999999,0.0009974999999999,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,117.0,70.0
-73.907525,40.80997833,24-07-2021 15:55,1.010935675,16.81256282000004,0.017855,0.0326225,0.0205775,0.0024274999999999,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,83.0,77.0
-73.90740667,40.809905,24-07-2021 15:55,1.03269303,16.785218660000055,0.0191474999999999,0.0339974999999999,0.0225849999999999,0.00372,26.006,23.079,1250.0,1237.0,1407.0,1508.0,1661.5,1632.0,1737.5,1569.0,1744.5,2016.0,1865.5,50.0,71.0
-73.90739667,40.80987,24-07-2021 15:55,1.030529316,16.61773568000001,0.018515,0.0327875,0.0200275,0.0027299999999999,26.006,23.079,1250.0,1237.0,1407.0,1508.0,1661.5,1632.0,1737.5,1569.0,1744.5,2016.0,1865.5,61.0,35.0
-73.90739833,40.80982833,24-07-2021 15:55,1.030529316,16.61773568000001,0.018515,0.0327875,0.0200275,0.0027299999999999,26.006,23.079,1250.0,1237.0,1407.0,1508.0,1661.5,1632.0,1737.5,1569.0,1744.5,2016.0,1865.5,50.0,71.0
-73.90741167,40.80977667,24-07-2021 15:55,1.026201886,16.631407760000002,0.015985,0.03078,0.0175249999999999,0.0008324999999999,26.006,23.079,1250.0,1237.0,1407.0,1508.0,1661.5,1632.0,1737.5,1569.0,1744.5,2016.0,1865.5,83.0,58.0
-73.907465,40.80964333,24-07-2021 15:55,1.026201886,16.631407760000002,0.015985,0.03078,0.0175249999999999,0.0008324999999999,26.006,23.079,1250.0,1237.0,1407.0,1508.0,1661.5,1632.0,1737.5,1569.0,1744.5,2016.0,1865.5,83.0,59.0
-73.90749167,40.80957167,24-07-2021 15:55,1.026201886,16.631407760000002,0.015985,0.03078,0.0175249999999999,0.0008324999999999,26.006,23.079,1250.0,1237.0,1407.0,1508.0,1661.5,1632.0,1737.5,1569.0,1744.5,2016.0,1865.5,73.0,68.0
-73.90751833,40.80950167,24-07-2021 15:55,1.028365601,16.60064557999999,0.015545,0.0302574999999999,0.0156274999999999,0.000255,29.88993198598485,25.468181818181822,1355.5,1282.0,1443.0,1614.0,1705.5,1859.5,1910.0,1864.0,1963.0,2355.0,2177.5,73.0,68.0
-73.90753833,40.80944167,24-07-2021 15:55,1.028365601,16.60064557999999,0.015545,0.0302574999999999,0.0156274999999999,0.000255,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,73.0,68.0
-73.90755,40.80939833,24-07-2021 15:55,1.028365601,16.60064557999999,0.015545,0.0302574999999999,0.0156274999999999,0.000255,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,108.0,80.0
-73.90761333,40.80920333,24-07-2021 15:55,1.04134789,16.60064557999999,0.015545,0.0302574999999999,0.0156274999999999,0.000255,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,103.0,50.0
-73.90763833,40.80913833,24-07-2021 15:55,1.04134789,16.61773568000001,0.0161224999999999,0.03133,0.01791,0.00075,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,77.0,39.0
-73.90766,40.80906667,24-07-2021 15:55,1.03702046,16.61773568000001,0.0161224999999999,0.03133,0.01791,0.00075,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,86.0,53.0
-73.90768,40.80899,24-07-2021 15:55,1.03702046,16.607481620000044,0.0172225,0.0320175,0.017965,0.0017675,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,81.0,46.0
-73.90770167,40.80891167,24-07-2021 15:55,1.039184175,16.607481620000044,0.0172225,0.0320175,0.017965,0.0017675,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,81.0,46.0
-73.90772667,40.808825,24-07-2021 15:55,1.039184175,16.607481620000044,0.0172225,0.0320175,0.017965,0.0017675,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,75.0,49.0
-73.90775667,40.808735,24-07-2021 15:55,1.026201886,16.607481620000044,0.018625,0.034355,0.02099,0.0021799999999999,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,76.0,73.0
-73.907785,40.80864333,24-07-2021 15:55,1.026201886,16.607481620000044,0.018625,0.034355,0.02099,0.0021799999999999,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,51.0,80.0
-73.90781833,40.80855,24-07-2021 15:55,1.024038171,16.607481620000044,0.018625,0.034355,0.02099,0.0021799999999999,27.777857142857144,22.81357142857143,1141.0,1233.0,1385.0,1518.5,1519.75,1583.5,1665.5,1664.0,1638.0,1906.0,1788.0,51.0,80.0
-73.90785667,40.80845667,24-07-2021 15:55,1.024038171,16.607481620000044,0.018625,0.034355,0.02099,0.0021799999999999,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,75.0,60.0
-73.90789333,40.80836,24-07-2021 15:55,1.024038171,16.607481620000044,0.0191474999999999,0.0347399999999999,0.0227225,0.0026474999999999,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,60.0,61.0
-73.90792833,40.80826167,24-07-2021 15:55,1.024038171,16.607481620000044,0.0191474999999999,0.0347399999999999,0.0227225,0.0026474999999999,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,59.0,43.0
-73.90800833,40.80806667,24-07-2021 15:55,1.019710741,16.56304736000004,0.020935,0.0363624999999999,0.0244824999999999,0.0050399999999999,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,66.0,36.0
-73.90802667,40.80797667,24-07-2021 15:55,1.015383311,16.56304736000004,0.020935,0.0363624999999999,0.0244824999999999,0.0050399999999999,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,88.0,31.0
-73.90804667,40.807885,24-07-2021 15:55,1.015383311,16.56304736000004,0.020935,0.0363624999999999,0.0244824999999999,0.0050399999999999,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,96.0,52.0
-73.90808667,40.80778833,24-07-2021 15:55,1.006728452,16.56304736000004,0.020935,0.0363624999999999,0.0244824999999999,0.0050399999999999,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,61.0,63.0
-73.90813,40.80769167,24-07-2021 15:55,1.006728452,16.631407760000002,0.02176,0.0365274999999999,0.0262975,0.0051775,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,89.0,47.0
-73.90817333,40.80759667,24-07-2021 15:55,1.004564737,16.631407760000002,0.02176,0.0365274999999999,0.0262975,0.0051775,51.1515,22.1585,1727.5,1312.0,1468.0,1599.0,1692.5,1697.5,1752.0,1668.0,1855.5,2230.0,2025.0,89.0,47.0
-73.90821333,40.8075,24-07-2021 15:55,1.004564737,16.56988339999998,0.0204675,0.0354275,0.0252799999999999,0.0043525,39.36449999999999,24.1705,1326.5,1113.0,1299.0,1360.0,1634.0,2192.0,2328.5,2152.0,2370.0,1951.0,1737.0,48.0,27.0
-73.908245,40.80741333,24-07-2021 15:55,1.004564737,16.56988339999998,0.0204675,0.0354275,0.0252799999999999,0.0043525,39.36449999999999,24.1705,1326.5,1113.0,1299.0,1360.0,1634.0,2192.0,2328.5,2152.0,2370.0,1951.0,1737.0,46.0,51.0
-73.90827,40.80732833,24-07-2021 15:55,1.004564737,16.651915880000047,0.0224749999999999,0.0374349999999999,0.0278924999999999,0.0056724999999999,39.36449999999999,24.1705,1326.5,1113.0,1299.0,1360.0,1634.0,2192.0,2328.5,2152.0,2370.0,1951.0,1737.0,45.0,65.0
-73.90829833,40.80723833,24-07-2021 15:55,1.000237307,16.651915880000047,0.0224749999999999,0.0374349999999999,0.0278924999999999,0.0056724999999999,39.36449999999999,24.1705,1326.5,1113.0,1299.0,1360.0,1634.0,2192.0,2328.5,2152.0,2370.0,1951.0,1737.0,44.0,75.0
-73.90836333,40.80704833,24-07-2021 15:56,1.000237307,16.651915880000047,0.0224749999999999,0.0374349999999999,0.0278924999999999,0.0056724999999999,39.36449999999999,24.1705,1326.5,1113.0,1299.0,1360.0,1634.0,2192.0,2328.5,2152.0,2370.0,1951.0,1737.0,54.0,74.0
